 --- setting mode: 1
 --- response: OK
 --- mode set value: 1
 --- setting temperature: 25.0
 --- response: OK
 --- temperature set value: 25.0
 --- setting fan: A
 --- response: OK
 --- fan set value: A
 --- setting fan: A
 --- response: OK
 --- fan set value: A
 --- memmert reached RH = 5.0 %
 --- wait 10 minutes to make sure RH is really low
 --- setting temperature: -30.0
 --- response: OK
 --- temperature set value: -30.0
 target_temperature = -30.0  current_temperature = 24.3  delta_temperature = 54.3  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 24.3  delta_temperature = -5.699999999999999  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 24.3  delta_temperature = -5.699999999999999  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 24.4  delta_temperature = -5.600000000000001  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 24.4  delta_temperature = -5.600000000000001  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 24.4  delta_temperature = -5.600000000000001  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 24.5  delta_temperature = -5.5  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 24.5  delta_temperature = -5.5  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 24.6  delta_temperature = -5.399999999999999  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 24.7  delta_temperature = -5.300000000000001  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 24.7  delta_temperature = -5.300000000000001  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 24.8  delta_temperature = -5.199999999999999  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 24.9  delta_temperature = -5.100000000000001  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 25.0  delta_temperature = -5.0  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 25.1  delta_temperature = -4.899999999999999  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 25.1  delta_temperature = -4.899999999999999  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 25.3  delta_temperature = -4.699999999999999  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 25.4  delta_temperature = -4.600000000000001  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 25.4  delta_temperature = -4.600000000000001  elapsed_time =  0
 target_temperature = 30.0  current_temperature = 25.5  delta_temperature = -4.5  elapsed_time =  0
